"genes","isoforms"
"AT2G28550","AT2G28550.2"
"AT2G28550","AT2G28550_P1"
"AT2G28550","AT2G28550_P5"
"AT2G28630","AT2G28630_P1"
"AT2G28630","AT2G28630_P2"
"AT2G28840","AT2G28840_ID1"
"AT2G28840","AT2G28840_ID3"
"AT2G28840","AT2G28840_ID5"
"AT2G28910","AT2G28910_P1"
"AT2G28910","AT2G28910_s1"
"AT2G28940","AT2G28940.1"
"AT2G28940","AT2G28940_c1"
"AT2G28940","AT2G28940_ID5"
"AT2G29120","AT2G29120_JS2"
"AT2G29120","AT2G29120_P1"
"AT2G29290","AT2G29290.1"
"AT2G29290","AT2G29290_ID2"
"AT2G29290","AT2G29290_P2"
"AT2G29310","AT2G29310_P1"
"AT2G29310","AT2G29310_P2"
"AT2G29310","AT2G29310_P3"
"AT2G29320","AT2G29320_P1"
"AT2G29320","AT2G29320_P2"
"AT2G29340","AT2G29340_JS2"
"AT2G29340","AT2G29340_P2"
"AT2G29340","AT2G29340_P3"
"AT2G29350","AT2G29350.1"
"AT2G29350","AT2G29350.2"
"AT2G29350","AT2G29350_ID2"
"AT2G29540","AT2G29540.2"
"AT2G29540","AT2G29540_ID2"
"AT2G29630","AT2G29630.3"
"AT2G29630","AT2G29630_ID13"
"AT2G29630","AT2G29630_P1"
"AT2G29630","AT2G29630_P2"
"AT2G29630","AT2G29630_P4"
"AT2G29650","AT2G29650.1"
"AT2G29650","AT2G29650.2"
"AT2G29650","AT2G29650.3"
"AT2G29670","AT2G29670_P1"
"AT2G29670","AT2G29670_P2"
"AT2G29760","AT2G29760_ID1"
"AT2G29760","AT2G29760_P1"
"AT2G29980","AT2G29980.2"
"AT2G29980","AT2G29980_P1"
"AT2G30010","AT2G30010_ID1"
"AT2G30010","AT2G30010_P2"
"AT2G30440","AT2G30440_ID2"
"AT2G30440","AT2G30440_P1"
"AT2G30520","AT2G30520.2"
"AT2G30520","AT2G30520_JS4"
"AT2G30520","AT2G30520_P1"
"AT2G30695","AT2G30695_ID1"
"AT2G30695","AT2G30695_JS2"
"AT2G30695","AT2G30695_P2"
"AT2G31010","AT2G31010_P1"
"AT2G31010","AT2G31010_P2"
"AT2G31190","AT2G31190.2"
"AT2G31190","AT2G31190_ID12"
"AT2G31190","AT2G31190_P1"
"AT2G31560","AT2G31560.2"
"AT2G31560","AT2G31560_ID2"
"AT2G31560","AT2G31560_P1"
"AT2G31560","AT2G31560_P3"
"AT2G31725","AT2G31725_ID1"
"AT2G31725","AT2G31725_P1"
"AT2G31750","AT2G31750_P1"
"AT2G31750","AT2G31750_P2"
"AT2G31865","AT2G31865_P1"
"AT2G31865","AT2G31865_P2"
"AT2G31955","AT2G31955.2"
"AT2G31955","AT2G31955_ID43"
"AT2G32060","AT2G32060.1"
"AT2G32060","AT2G32060_P2"
"AT2G32080","AT2G32080.1"
"AT2G32080","AT2G32080.2"
"AT2G32150","AT2G32150_P1"
"AT2G32150","AT2G32150_P2"
"AT2G32160","AT2G32160_ID121"
"AT2G32160","AT2G32160_ID124"
"AT2G32160","AT2G32160_P3"
"AT2G32530","AT2G32530_JS7"
"AT2G32530","AT2G32530_P1"
"AT2G32540","AT2G32540_JS1"
"AT2G32540","AT2G32540_P1"
"AT2G32560","AT2G32560_P1"
"AT2G32560","AT2G32560_P2"
"AT2G32640","AT2G32640_P1"
"AT2G32640","AT2G32640_P2"
"AT2G32700","AT2G32700_ID2"
"AT2G32700","AT2G32700_P6"
"AT2G32870","AT2G32870_P1"
"AT2G32870","AT2G32870_P2"
"AT2G32880","AT2G32880_P1"
"AT2G32880","AT2G32880_P2"
"AT2G32950","AT2G32950_JC1"
"AT2G32950","AT2G32950_JS1"
"AT2G32950","AT2G32950_P2"
"AT2G33380","AT2G33380.2"
"AT2G33380","AT2G33380_P1"
"AT2G33430","AT2G33430.1"
"AT2G33430","AT2G33430_ID1"
"AT2G33480","AT2G33480_ID4"
"AT2G33480","AT2G33480_P1"
"AT2G33480","AT2G33480_s1"
"AT2G34170","AT2G34170_P2"
"AT2G34170","AT2G34170_P3"
"AT2G34170","AT2G34170_P4"
"AT2G34260","AT2G34260_ID1"
"AT2G34260","AT2G34260_ID7"
"AT2G34260","AT2G34260_P1"
"AT2G34560","AT2G34560.1"
"AT2G34560","AT2G34560_ID1"
"AT2G34660","AT2G34660.1"
"AT2G34660","AT2G34660.2"
"AT2G34660","AT2G34660_P3"
"AT2G34720","AT2G34720_ID1"
"AT2G34720","AT2G34720_JS1"
"AT2G34720","AT2G34720_JS2"
"AT2G34720","AT2G34720_JS3"
"AT2G34720","AT2G34720_P1"
"AT2G34720","AT2G34720_P2"
"AT2G34850","AT2G34850_JS4"
"AT2G34850","AT2G34850_P2"
"AT2G35040","AT2G35040.2"
"AT2G35040","AT2G35040_P1"
"AT2G35070","AT2G35070_JS1"
"AT2G35070","AT2G35070_JS5"
"AT2G35510","AT2G35510_P1"
"AT2G35510","AT2G35510_P2"
"AT2G35940","AT2G35940_ID14"
"AT2G35940","AT2G35940_P1"
"AT2G36000","AT2G36000_P1"
"AT2G36000","AT2G36000_P2"
"AT2G36320","AT2G36320_ID2"
"AT2G36320","AT2G36320_P1"
"AT2G36390","AT2G36390_ID18"
"AT2G36390","AT2G36390_ID29"
"AT2G36390","AT2G36390_P1"
"AT2G36620","AT2G36620_P1"
"AT2G36620","AT2G36620_s1"
"AT2G36630","AT2G36630_c1"
"AT2G36630","AT2G36630_ID6"
"AT2G36630","AT2G36630_P1"
"AT2G36792","AT2G36792.1"
"AT2G36792","AT2G36792_ID2"
"AT2G36880","AT2G36880.2"
"AT2G36880","AT2G36880_P1"
"AT2G36895","AT2G36895_P1"
"AT2G36895","AT2G36895_P3"
"AT2G36900","AT2G36900_P1"
"AT2G36900","AT2G36900_P2"
"AT2G37260","AT2G37260_ID2"
"AT2G37260","AT2G37260_P1"
"AT2G37270","AT2G37270.2"
"AT2G37270","AT2G37270_P1"
"AT2G37340","AT2G37340.1"
"AT2G37340","AT2G37340.3"
"AT2G37450","AT2G37450_JC1"
"AT2G37450","AT2G37450_P2"
"AT2G37450","AT2G37450_P3"
"AT2G37460","AT2G37460_JS1"
"AT2G37460","AT2G37460_P1"
"AT2G37510","AT2G37510_P1"
"AT2G37510","AT2G37510_P2"
"AT2G38170","AT2G38170_P1"
"AT2G38170","AT2G38170_P3"
"AT2G38465","AT2G38465_ID2"
"AT2G38465","AT2G38465_P1"
"AT2G38640","AT2G38640_ID1"
"AT2G38640","AT2G38640_P1"
"AT2G38800","AT2G38800_c2"
"AT2G38800","AT2G38800_P1"
"AT2G38980","AT2G38980_c5"
"AT2G38980","AT2G38980_ID12"
"AT2G38995","AT2G38995.1"
"AT2G38995","AT2G38995_ID6"
"AT2G38995","AT2G38995_P2"
"AT2G38995","AT2G38995_P4"
"AT2G39090","AT2G39090_ID29"
"AT2G39090","AT2G39090_P1"
"AT2G39140","AT2G39140_JS1"
"AT2G39140","AT2G39140_P1"
"AT2G39250","AT2G39250_c1"
"AT2G39250","AT2G39250_ID2"
"AT2G39250","AT2G39250_P1"
"AT2G39250","AT2G39250_P2"
"AT2G39280","AT2G39280_c4"
"AT2G39280","AT2G39280_s4"
"AT2G39280","AT2G39280_s5"
"AT2G39330","AT2G39330_JS5"
"AT2G39330","AT2G39330_P1"
"AT2G39330","AT2G39330_P2"
"AT2G39450","AT2G39450_JS1"
"AT2G39450","AT2G39450_P1"
"AT2G39470","AT2G39470.2"
"AT2G39470","AT2G39470_ID2"
"AT2G39470","AT2G39470_P1"
"AT2G39730","AT2G39730.3"
"AT2G39730","AT2G39730_P2"
"AT2G39760","AT2G39760_JS1"
"AT2G39760","AT2G39760_s1"
"AT2G39800","AT2G39800.1"
"AT2G39800","AT2G39800_ID2"
"AT2G39800","AT2G39800_ID3"
"AT2G39850","AT2G39850_c1"
"AT2G39850","AT2G39850_P1"
"AT2G39920","AT2G39920_ID12"
"AT2G39920","AT2G39920_ID16"
"AT2G39920","AT2G39920_ID8"
"AT2G39930","AT2G39930_P1"
"AT2G39930","AT2G39930_P3"
"AT2G39950","AT2G39950_ID1"
"AT2G39950","AT2G39950_s3"
"AT2G40010","AT2G40010.1"
"AT2G40010","AT2G40010_ID3"
"AT2G40110","AT2G40110_ID5"
"AT2G40110","AT2G40110_P1"
"AT2G40130","AT2G40130.1"
"AT2G40130","AT2G40130_P1"
"AT2G40360","AT2G40360_P1"
"AT2G40360","AT2G40360_P2"
"AT2G40400","AT2G40400_JS1"
"AT2G40400","AT2G40400_P1"
"AT2G40430","AT2G40430.1"
"AT2G40430","AT2G40430_ID95"
"AT2G40460","AT2G40460_ID4"
"AT2G40460","AT2G40460_P1"
"AT2G40670","AT2G40670_JC5"
"AT2G40670","AT2G40670_P1"
"AT2G40670","AT2G40670_s1"
"AT2G40750","AT2G40750.1"
"AT2G40750","AT2G40750_JS2"
"AT2G40900","AT2G40900_P1"
"AT2G40900","AT2G40900_s1"
"AT2G41100","AT2G41100_P3"
"AT2G41100","AT2G41100_s1"
"AT2G41110","AT2G41110.2"
"AT2G41110","AT2G41110_P1"
"AT2G41190","AT2G41190_P1"
"AT2G41190","AT2G41190_P2"
"AT2G41250","AT2G41250_JS2"
"AT2G41250","AT2G41250_P1"
"AT2G41312","AT2G41312_ID1"
"AT2G41312","AT2G41312_ID2"
"AT2G41880","AT2G41880_P6"
"AT2G41880","AT2G41880_P9"
"AT2G41880","AT2G41880_s2"
"AT2G41900","AT2G41900_c1"
"AT2G41900","AT2G41900_ID1"
"AT2G41900","AT2G41900_P1"
"AT2G42170","AT2G42170_P1"
"AT2G42170","AT2G42170_s3"
"AT2G42190","AT2G42190_P2"
"AT2G42190","AT2G42190_s2"
"AT2G42300","AT2G42300_P1"
"AT2G42300","AT2G42300_P4"
"AT2G42320","AT2G42320.1"
"AT2G42320","AT2G42320_ID9"
"AT2G42540","AT2G42540_P2"
"AT2G42540","AT2G42540_P4"
"AT2G42600","AT2G42600.2"
"AT2G42600","AT2G42600_P3"
"AT2G42750","AT2G42750_c1"
"AT2G42750","AT2G42750_P1"
"AT2G42920","AT2G42920_c1"
"AT2G42920","AT2G42920_P1"
"AT2G43010","AT2G43010_c2"
"AT2G43010","AT2G43010_P1"
"AT2G43010","AT2G43010_P4"
"AT2G43010","AT2G43010_P5"
"AT2G43110","AT2G43110_ID1"
"AT2G43110","AT2G43110_P1"
"AT2G43160","AT2G43160_ID30"
"AT2G43160","AT2G43160_P3"
"AT2G43330","AT2G43330_ID3"
"AT2G43330","AT2G43330_JS2"
"AT2G43330","AT2G43330_P1"
"AT2G43330","AT2G43330_s1"
"AT2G43400","AT2G43400_ID36"
"AT2G43400","AT2G43400_P1"
"AT2G43500","AT2G43500_JS17"
"AT2G43500","AT2G43500_JS9"
"AT2G43530","AT2G43530.1"
"AT2G43530","AT2G43530_c1"
"AT2G43530","AT2G43530_ID1"
"AT2G43560","AT2G43560.1"
"AT2G43560","AT2G43560_ID1"
"AT2G43750","AT2G43750.2"
"AT2G43750","AT2G43750_P1"
"AT2G43910","AT2G43910_ID8"
"AT2G43910","AT2G43910_P2"
"AT2G44090","AT2G44090_P2"
"AT2G44090","AT2G44090_P3"
"AT2G44120","AT2G44120_ID14"
"AT2G44120","AT2G44120_P1"
"AT2G44120","AT2G44120_P2"
"AT2G44670","AT2G44670_ID1"
"AT2G44670","AT2G44670_P1"
"AT2G44800","AT2G44800.1"
"AT2G44800","AT2G44800_JS3"
"AT2G44860","AT2G44860.1"
"AT2G44860","AT2G44860_ID1"
"AT2G45170","AT2G45170_P1"
"AT2G45170","AT2G45170_P2"
"AT2G45250","AT2G45250_P1"
"AT2G45250","AT2G45250_s1"
"AT2G45380","AT2G45380.1"
"AT2G45380","AT2G45380_ID12"
"AT2G45380","AT2G45380_ID16"
"AT2G45380","AT2G45380_ID9"
"AT2G45440","AT2G45440_ID3"
"AT2G45440","AT2G45440_s1"
"AT2G45510","AT2G45510_ID3"
"AT2G45510","AT2G45510_ID6"
"AT2G45510","AT2G45510_P1"
"AT2G45560","AT2G45560_c1"
"AT2G45560","AT2G45560_P1"
"AT2G45660","AT2G45660_P1"
"AT2G45660","AT2G45660_P2"
"AT2G45740","AT2G45740_ID5"
"AT2G45740","AT2G45740_P2"
"AT2G45860","AT2G45860_ID4"
"AT2G45860","AT2G45860_P1"
"AT2G46030","AT2G46030_P1"
"AT2G46030","AT2G46030_P2"
"AT2G46030","AT2G46030_P3"
"AT2G46270","AT2G46270_c1"
"AT2G46270","AT2G46270_ID19"
"AT2G46270","AT2G46270_ID3"
"AT2G46270","AT2G46270_P1"
"AT2G46270","AT2G46270_P2"
"AT2G46270","AT2G46270_P4"
"AT2G46280","AT2G46280.3"
"AT2G46280","AT2G46280_ID8"
"AT2G46330","AT2G46330.2"
"AT2G46330","AT2G46330_ID1"
"AT2G46420","AT2G46420_JS8"
"AT2G46420","AT2G46420_P1"
"AT2G46420","AT2G46420_P3"
"AT2G46420","AT2G46420_s3"
"AT2G46430","AT2G46430_c1"
"AT2G46430","AT2G46430_ID1"
"AT2G46430","AT2G46430_P1"
"AT2G46430","AT2G46430_P2"
"AT2G46440","AT2G46440_P1"
"AT2G46440","AT2G46440_P2"
"AT2G46440","AT2G46440_s2"
"AT2G46450","AT2G46450_ID40"
"AT2G46450","AT2G46450_P1"
"AT2G46610","AT2G46610.1"
"AT2G46610","AT2G46610_CR3"
"AT2G46610","AT2G46610_ID1"
"AT2G46710","AT2G46710_ID2"
"AT2G46710","AT2G46710_JS1"
"AT2G46710","AT2G46710_P1"
"AT2G46790","AT2G46790_ID20"
"AT2G46790","AT2G46790_P1"
"AT2G46790","AT2G46790_P3"
"AT2G46810","AT2G46810.1"
"AT2G46810","AT2G46810_ID2"
"AT2G46810","AT2G46810_P3"
"AT2G46820","AT2G46820_P1"
"AT2G46820","AT2G46820_P2"
"AT2G46830","AT2G46830_c1"
"AT2G46830","AT2G46830_JC2"
"AT2G46830","AT2G46830_JC3"
"AT2G46830","AT2G46830_JC4"
"AT2G46830","AT2G46830_P1"
"AT2G46915","AT2G46915_ID29"
"AT2G46915","AT2G46915_ID33"
"AT2G46915","AT2G46915_ID41"
"AT2G46970","AT2G46970_JS3"
"AT2G46970","AT2G46970_P1"
"AT2G46970","AT2G46970_P2"
"AT2G47060","AT2G47060_P1"
"AT2G47060","AT2G47060_P5"
"AT2G47240","AT2G47240_ID92"
"AT2G47240","AT2G47240_P1"
"AT2G47240","AT2G47240_P2"
"AT2G47250","AT2G47250_P1"
"AT2G47250","AT2G47250_s2"
"AT2G47250","AT2G47250_s4"
"AT2G47370","AT2G47370_P1"
"AT2G47370","AT2G47370_P2"
"AT2G47410","AT2G47410.2"
"AT2G47410","AT2G47410_JS14"
"AT2G47490","AT2G47490_ID1"
"AT2G47490","AT2G47490_ID4"
"AT2G47490","AT2G47490_P1"
"AT2G47510","AT2G47510_P2"
"AT2G47510","AT2G47510_P3"
"AT2G47610","AT2G47610_JS2"
"AT2G47610","AT2G47610_P1"
"AT2G47640","AT2G47640.1"
"AT2G47640","AT2G47640_ID5"
"AT2G47820","AT2G47820_JS2"
"AT2G47820","AT2G47820_P2"
"AT2G47890","AT2G47890.2"
"AT2G47890","AT2G47890_P1"
"AT2G47890","AT2G47890_P3"
"AT2G47960","AT2G47960_c1"
"AT2G47960","AT2G47960_JS2"
"AT2G48020","AT2G48020_ID32"
"AT2G48020","AT2G48020_s1"
"AT3G01150","AT3G01150.1"
"AT3G01150","AT3G01150_c2"
"AT3G01310","AT3G01310_JS2"
"AT3G01310","AT3G01310_P1"
"AT3G01310","AT3G01310_P3"
"AT3G01480","AT3G01480.2"
"AT3G01480","AT3G01480_c1"
"AT3G01500","AT3G01500.2"
"AT3G01500","AT3G01500_ID11"
"AT3G01500","AT3G01500_ID12"
"AT3G01500","AT3G01500_P4"
"AT3G01540","AT3G01540.4"
"AT3G01540","AT3G01540_c4"
"AT3G01540","AT3G01540_s6"
"AT3G01540","AT3G01540_s7"
"AT3G01540","AT3G01540_s9"
"AT3G01550","AT3G01550_P1"
"AT3G01550","AT3G01550_P2"
"AT3G01560","AT3G01560_ID1"
"AT3G01560","AT3G01560_ID2"
"AT3G01690","AT3G01690_JS2"
"AT3G01690","AT3G01690_P1"
"AT3G01790","AT3G01790.2"
"AT3G01790","AT3G01790_P1"
"AT3G02060","AT3G02060_ID1"
"AT3G02060","AT3G02060_P3"
"AT3G02150","AT3G02150_P1"
"AT3G02150","AT3G02150_P2"
"AT3G02180","AT3G02180_P1"
"AT3G02180","AT3G02180_P2"
"AT3G02250","AT3G02250_JS6"
"AT3G02250","AT3G02250_P1"
"AT3G02300","AT3G02300_ID1"
"AT3G02300","AT3G02300_ID3"
"AT3G02380","AT3G02380.1"
"AT3G02380","AT3G02380_ID2"
"AT3G02470","AT3G02470.1"
"AT3G02470","AT3G02470_JS3"
"AT3G02510","AT3G02510.2"
"AT3G02510","AT3G02510_P1"
"AT3G02510","AT3G02510_P3"
"AT3G02560","AT3G02560_ID4"
"AT3G02560","AT3G02560_P1"
"AT3G02750","AT3G02750.1"
"AT3G02750","AT3G02750_JC8"
"AT3G02875","AT3G02875_P1"
"AT3G02875","AT3G02875_P2"
"AT3G02990","AT3G02990_c1"
"AT3G02990","AT3G02990_P1"
"AT3G03190","AT3G03190_ID3"
"AT3G03190","AT3G03190_P1"
"AT3G03250","AT3G03250_P1"
"AT3G03250","AT3G03250_P2"
"AT3G03250","AT3G03250_P3"
"AT3G03770","AT3G03770.2"
"AT3G03770","AT3G03770_ID2"
"AT3G03770","AT3G03770_JS2"
"AT3G03770","AT3G03770_P1"
"AT3G03770","AT3G03770_P3"
"AT3G03780","AT3G03780_ID2"
"AT3G03780","AT3G03780_P2"
"AT3G04210","AT3G04210_c1"
"AT3G04210","AT3G04210_P2"
"AT3G04605","AT3G04605.1"
"AT3G04605","AT3G04605_JS1"
"AT3G04605","AT3G04605_JS2"
"AT3G04910","AT3G04910.3"
"AT3G04910","AT3G04910_JS3"
"AT3G05030","AT3G05030_JS3"
"AT3G05030","AT3G05030_P1"
"AT3G05030","AT3G05030_P3"
"AT3G05060","AT3G05060_c1"
"AT3G05060","AT3G05060_P1"
"AT3G05090","AT3G05090_ID2"
"AT3G05090","AT3G05090_P2"
"AT3G05160","AT3G05160_ID90"
"AT3G05160","AT3G05160_P1"
"AT3G05160","AT3G05160_s3"
"AT3G05560","AT3G05560.2"
"AT3G05560","AT3G05560.3"
"AT3G05560","AT3G05560_P1"
"AT3G05590","AT3G05590_JS1"
"AT3G05590","AT3G05590_P1"
"AT3G05625","AT3G05625_c1"
"AT3G05625","AT3G05625_P2"
"AT3G05640","AT3G05640_P1"
"AT3G05640","AT3G05640_P2"
"AT3G05660","AT3G05660_ID2"
"AT3G05660","AT3G05660_P1"
"AT3G05880","AT3G05880_ID2"
"AT3G05880","AT3G05880_JC10"
"AT3G05880","AT3G05880_P1"
"AT3G06190","AT3G06190_P3"
"AT3G06190","AT3G06190_P5"
"AT3G06380","AT3G06380_ID1"
"AT3G06380","AT3G06380_P2"
"AT3G06500","AT3G06500_ID4"
"AT3G06500","AT3G06500_ID6"
"AT3G06500","AT3G06500_P1"
"AT3G06500","AT3G06500_s1"
"AT3G06680","AT3G06680.3"
"AT3G06680","AT3G06680_ID2"
"AT3G06760","AT3G06760_ID9"
"AT3G06760","AT3G06760_JS3"
"AT3G06760","AT3G06760_P1"
"AT3G06880","AT3G06880.1"
"AT3G06880","AT3G06880_P2"
"AT3G07090","AT3G07090_P1"
"AT3G07090","AT3G07090_s1"
"AT3G07300","AT3G07300_c2"
"AT3G07300","AT3G07300_P2"
"AT3G07340","AT3G07340_P1"
"AT3G07340","AT3G07340_P2"
"AT3G07590","AT3G07590_P1"
"AT3G07590","AT3G07590_P2"
"AT3G07590","AT3G07590_s2"
"AT3G07650","AT3G07650_P1"
"AT3G07650","AT3G07650_P4"
"AT3G07750","AT3G07750_ID6"
"AT3G07750","AT3G07750_P1"
"AT3G07860","AT3G07860_P1"
"AT3G07860","AT3G07860_P3"
"AT3G08620","AT3G08620_P1"
"AT3G08620","AT3G08620_P2"
"AT3G08730","AT3G08730_ID1"
"AT3G08730","AT3G08730_JS2"
"AT3G08730","AT3G08730_P1"
"AT3G08940","AT3G08940.1"
"AT3G08940","AT3G08940.2"
"AT3G09160","AT3G09160.1"
"AT3G09160","AT3G09160_ID6"
"AT3G09405","AT3G09405_ID2"
"AT3G09405","AT3G09405_P1"
"AT3G09440","AT3G09440.1"
"AT3G09440","AT3G09440.2"
"AT3G09470","AT3G09470.1"
"AT3G09470","AT3G09470_ID10"
"AT3G09540","AT3G09540_P1"
"AT3G09540","AT3G09540_P2"
"AT3G09600","AT3G09600_ID14"
"AT3G09600","AT3G09600_P1"
"AT3G09600","AT3G09600_P2"
"AT3G09600","AT3G09600_P3"
"AT3G09600","AT3G09600_P4"
"AT3G09600","AT3G09600_P6"
"AT3G09600","AT3G09600_P9"
"AT3G09600","AT3G09600_s2"
"AT3G09830","AT3G09830_P1"
"AT3G09830","AT3G09830_P2"
"AT3G09830","AT3G09830_P3"
"AT3G10160","AT3G10160_ID3"
"AT3G10160","AT3G10160_s1"
"AT3G10250","AT3G10250_ID12"
"AT3G10250","AT3G10250_P1"
"AT3G10250","AT3G10250_P2"
"AT3G10250","AT3G10250_P3"
"AT3G10405","AT3G10405.1"
"AT3G10405","AT3G10405_ID2"
"AT3G10450","AT3G10450_ID3"
"AT3G10450","AT3G10450_P1"
"AT3G10690","AT3G10690_ID5"
"AT3G10690","AT3G10690_P1"
"AT3G11010","AT3G11010_P1"
"AT3G11010","AT3G11010_P2"
"AT3G11010","AT3G11010_P4"
"AT3G11220","AT3G11220_ID4"
"AT3G11220","AT3G11220_P2"
"AT3G11410","AT3G11410_ID2"
"AT3G11410","AT3G11410_P1"
"AT3G11560","AT3G11560_ID13"
"AT3G11560","AT3G11560_ID9"
"AT3G11580","AT3G11580_P1"
"AT3G11580","AT3G11580_P2"
"AT3G11580","AT3G11580_P3"
"AT3G11670","AT3G11670.2"
"AT3G11670","AT3G11670_P1"
"AT3G11820","AT3G11820_ID2"
"AT3G11820","AT3G11820_P1"
"AT3G11890","AT3G11890_P1"
"AT3G11890","AT3G11890_P2"
"AT3G11930","AT3G11930.1"
"AT3G11930","AT3G11930.4"
"AT3G11930","AT3G11930_P2"
"AT3G12120","AT3G12120_ID1"
"AT3G12120","AT3G12120_P1"
"AT3G12150","AT3G12150_c1"
"AT3G12150","AT3G12150_P1"
"AT3G12220","AT3G12220_P1"
"AT3G12220","AT3G12220_P2"
"AT3G12320","AT3G12320_P1"
"AT3G12320","AT3G12320_P2"
"AT3G12320","AT3G12320_P3"
"AT3G12340","AT3G12340_ID2"
"AT3G12340","AT3G12340_P1"
"AT3G12340","AT3G12340_P3"
"AT3G12490","AT3G12490_P1"
"AT3G12490","AT3G12490_P2"
"AT3G12560","AT3G12560_JS3"
"AT3G12560","AT3G12560_P1"
"AT3G12620","AT3G12620_ID2"
"AT3G12620","AT3G12620_P2"
"AT3G13225","AT3G13225_ID2"
"AT3G13225","AT3G13225_P2"
"AT3G13230","AT3G13230.1"
"AT3G13230","AT3G13230_c1"
"AT3G13300","AT3G13300_P1"
"AT3G13300","AT3G13300_P2"
"AT3G13450","AT3G13450.1"
"AT3G13450","AT3G13450_ID1"
"AT3G13740","AT3G13740_P1"
"AT3G13740","AT3G13740_P3"
"AT3G13810","AT3G13810_c1"
"AT3G13810","AT3G13810_JS1"
"AT3G13810","AT3G13810_JS4"
"AT3G13920","AT3G13920_P1"
"AT3G13920","AT3G13920_P2"
"AT3G14050","AT3G14050_ID3"
"AT3G14050","AT3G14050_P1"
"AT3G14200","AT3G14200_c1"
"AT3G14200","AT3G14200_ID2"
"AT3G14200","AT3G14200_P1"
"AT3G14210","AT3G14210_P1"
"AT3G14210","AT3G14210_P2"
"AT3G14310","AT3G14310_JS1"
"AT3G14310","AT3G14310_P1"
"AT3G14420","AT3G14420.4"
"AT3G14420","AT3G14420_P1"
"AT3G14660","AT3G14660_P2"
"AT3G14660","AT3G14660_P3"
"AT3G14720","AT3G14720.1"
"AT3G14720","AT3G14720_ID1"
"AT3G14720","AT3G14720_ID3"
"AT3G14770","AT3G14770.1"
"AT3G14770","AT3G14770_JS1"
"AT3G14890","AT3G14890_ID3"
"AT3G14890","AT3G14890_P1"
"AT3G14930","AT3G14930_P1"
"AT3G14930","AT3G14930_P2"
"AT3G14930","AT3G14930_P3"
"AT3G15030","AT3G15030.3"
"AT3G15030","AT3G15030_P1"
"AT3G15180","AT3G15180.1"
"AT3G15180","AT3G15180_ID4"
"AT3G15220","AT3G15220_JS1"
"AT3G15220","AT3G15220_P1"
"AT3G15352","AT3G15352_ID2"
"AT3G15352","AT3G15352_P1"
"AT3G15353","AT3G15353.2"
"AT3G15353","AT3G15353_P1"
"AT3G15395","AT3G15395.3"
"AT3G15395","AT3G15395_ID2"
"AT3G15395","AT3G15395_ID5"
"AT3G15430","AT3G15430_P2"
"AT3G15430","AT3G15430_P3"
"AT3G15430","AT3G15430_P4"
"AT3G15450","AT3G15450.1"
"AT3G15450","AT3G15450.2"
"AT3G15730","AT3G15730_P1"
"AT3G15730","AT3G15730_s1"
"AT3G15770","AT3G15770.2"
"AT3G15770","AT3G15770_ID8"
"AT3G15770","AT3G15770_P1"
"AT3G15840","AT3G15840_c2"
"AT3G15840","AT3G15840_P1"
"AT3G16080","AT3G16080_P1"
"AT3G16080","AT3G16080_P2"
"AT3G16220","AT3G16220_c4"
"AT3G16220","AT3G16220_ID4"
"AT3G16220","AT3G16220_ID5"
"AT3G16220","AT3G16220_P1"
"AT3G16240","AT3G16240_P1"
"AT3G16240","AT3G16240_s1"
"AT3G16370","AT3G16370.1"
"AT3G16370","AT3G16370_c1"
"AT3G16520","AT3G16520.1"
"AT3G16520","AT3G16520_P3"
"AT3G16560","AT3G16560_P1"
"AT3G16560","AT3G16560_P3"
"AT3G16700","AT3G16700_ID25"
"AT3G16700","AT3G16700_P2"
"AT3G16800","AT3G16800.3"
"AT3G16800","AT3G16800_P1"
"AT3G16800","AT3G16800_P2"
"AT3G16800","AT3G16800_P3"
"AT3G16800","AT3G16800_P4"
"AT3G16800","AT3G16800_P5"
"AT3G16840","AT3G16840_JS25"
"AT3G16840","AT3G16840_JS38"
"AT3G16840","AT3G16840_P2"
"AT3G16850","AT3G16850_P1"
"AT3G16850","AT3G16850_s1"
"AT3G16857","AT3G16857.2"
"AT3G16857","AT3G16857_ID6"
"AT3G17070","AT3G17070_JS2"
"AT3G17070","AT3G17070_P1"
"AT3G17609","AT3G17609_P2"
"AT3G17609","AT3G17609_P3"
"AT3G17609","AT3G17609_P4"
"AT3G17650","AT3G17650_ID1"
"AT3G17650","AT3G17650_ID4"
"AT3G17700","AT3G17700_P1"
"AT3G17700","AT3G17700_s1"
"AT3G17910","AT3G17910_P1"
"AT3G17910","AT3G17910_s1"
"AT3G17970","AT3G17970.1"
"AT3G17970","AT3G17970_P2"
"AT3G18890","AT3G18890_c1"
"AT3G18890","AT3G18890_P1"
"AT3G19000","AT3G19000_ID2"
"AT3G19000","AT3G19000_P1"
"AT3G19340","AT3G19340_ID3"
"AT3G19340","AT3G19340_P1"
"AT3G19360","AT3G19360_P1"
"AT3G19360","AT3G19360_P2"
"AT3G19440","AT3G19440_ID3"
"AT3G19440","AT3G19440_P1"
"AT3G19460","AT3G19460_JS6"
"AT3G19460","AT3G19460_P1"
"AT3G19460","AT3G19460_P4"
"AT3G19800","AT3G19800.2"
"AT3G19800","AT3G19800_c1"
"AT3G19800","AT3G19800_P1"
"AT3G19820","AT3G19820_ID1"
"AT3G19820","AT3G19820_P2"
"AT3G19970","AT3G19970_ID2"
