"genes","isoforms"
"AT3G12350","AT3G12350_ID2"
"AT3G12350","AT3G12350_P1"
"AT3G12400","AT3G12400_JC1"
"AT3G12400","AT3G12400_P1"
"AT3G12550","AT3G12550_JC16"
"AT3G12550","AT3G12550_JS13"
"AT3G12550","AT3G12550_P1"
"AT3G12550","AT3G12550_P2"
"AT3G12560","AT3G12560_JS3"
"AT3G12560","AT3G12560_P1"
"AT3G12640","AT3G12640_ID5"
"AT3G12640","AT3G12640_ID6"
"AT3G12680","AT3G12680.1"
"AT3G12680","AT3G12680_ID6"
"AT3G12680","AT3G12680_ID8"
"AT3G12760","AT3G12760.1"
"AT3G12760","AT3G12760_c1"
"AT3G12915","AT3G12915_JS1"
"AT3G12915","AT3G12915_JS3"
"AT3G12915","AT3G12915_JS7"
"AT3G12940","AT3G12940.1"
"AT3G12940","AT3G12940_ID2"
"AT3G12990","AT3G12990.2"
"AT3G12990","AT3G12990.3"
"AT3G12990","AT3G12990_ID2"
"AT3G13000","AT3G13000_ID1"
"AT3G13000","AT3G13000_JC7"
"AT3G13030","AT3G13030_P1"
"AT3G13030","AT3G13030_P2"
"AT3G13030","AT3G13030_P4"
"AT3G13040","AT3G13040_ID14"
"AT3G13040","AT3G13040_P1"
"AT3G13060","AT3G13060_P2"
"AT3G13060","AT3G13060_P4"
"AT3G13062","AT3G13062.2"
"AT3G13062","AT3G13062_P1"
"AT3G13120","AT3G13120_P1"
"AT3G13120","AT3G13120_P3"
"AT3G13190","AT3G13190_P1"
"AT3G13190","AT3G13190_P2"
"AT3G13190","AT3G13190_P3"
"AT3G13224","AT3G13224_P1"
"AT3G13224","AT3G13224_P2"
"AT3G13225","AT3G13225_ID2"
"AT3G13225","AT3G13225_P1"
"AT3G13225","AT3G13225_P2"
"AT3G13235","AT3G13235_P1"
"AT3G13235","AT3G13235_P2"
"AT3G13300","AT3G13300_P1"
"AT3G13300","AT3G13300_P2"
"AT3G13340","AT3G13340_ID57"
"AT3G13340","AT3G13340_P1"
"AT3G13350","AT3G13350_P1"
"AT3G13350","AT3G13350_s1"
"AT3G13404","AT3G13404.1"
"AT3G13404","AT3G13404_ID2"
"AT3G13420","AT3G13420_P1"
"AT3G13420","AT3G13420_P2"
"AT3G13420","AT3G13420_P3"
"AT3G13420","AT3G13420_s1"
"AT3G13430","AT3G13430.3"
"AT3G13430","AT3G13430_c1"
"AT3G13430","AT3G13430_P1"
"AT3G13430","AT3G13430_P2"
"AT3G13440","AT3G13440.1"
"AT3G13440","AT3G13440_ID3"
"AT3G13445","AT3G13445.1"
"AT3G13445","AT3G13445_ID8"
"AT3G13480","AT3G13480.1"
"AT3G13480","AT3G13480_c1"
"AT3G13560","AT3G13560_P1"
"AT3G13560","AT3G13560_P3"
"AT3G13570","AT3G13570_CR2"
"AT3G13570","AT3G13570_P1"
"AT3G13784","AT3G13784.1"
"AT3G13784","AT3G13784_P4"
"AT3G13810","AT3G13810_JC5"
"AT3G13810","AT3G13810_JS1"
"AT3G13810","AT3G13810_s3"
"AT3G13910","AT3G13910_P1"
"AT3G13910","AT3G13910_P2"
"AT3G13990","AT3G13990.2"
"AT3G13990","AT3G13990_P1"
"AT3G14010","AT3G14010_c3"
"AT3G14010","AT3G14010_P1"
"AT3G14075","AT3G14075_P1"
"AT3G14075","AT3G14075_P3"
"AT3G14080","AT3G14080_P1"
"AT3G14080","AT3G14080_P2"
"AT3G14150","AT3G14150_c1"
"AT3G14150","AT3G14150_P1"
"AT3G14150","AT3G14150_P2"
"AT3G14150","AT3G14150_P3"
"AT3G14170","AT3G14170_P1"
"AT3G14170","AT3G14170_P2"
"AT3G14205","AT3G14205_P1"
"AT3G14205","AT3G14205_P2"
"AT3G14410","AT3G14410_JC1"
"AT3G14410","AT3G14410_P1"
"AT3G14460","AT3G14460_JS2"
"AT3G14460","AT3G14460_P1"
"AT3G14550","AT3G14550_P1"
"AT3G14550","AT3G14550_P2"
"AT3G14570","AT3G14570_JS6"
"AT3G14570","AT3G14570_P1"
"AT3G14590","AT3G14590.3"
"AT3G14590","AT3G14590_P2"
"AT3G14660","AT3G14660_P1"
"AT3G14660","AT3G14660_P2"
"AT3G14740","AT3G14740.2"
"AT3G14740","AT3G14740_P1"
"AT3G14860","AT3G14860.1"
"AT3G14860","AT3G14860_P2"
"AT3G14890","AT3G14890_ID3"
"AT3G14890","AT3G14890_P1"
"AT3G14930","AT3G14930_P1"
"AT3G14930","AT3G14930_P2"
"AT3G15010","AT3G15010_P1"
"AT3G15010","AT3G15010_P2"
"AT3G15030","AT3G15030.1"
"AT3G15030","AT3G15030.3"
"AT3G15030","AT3G15030_P1"
"AT3G15070","AT3G15070_ID1"
"AT3G15070","AT3G15070_P1"
"AT3G15160","AT3G15160_ID9"
"AT3G15160","AT3G15160_P1"
"AT3G15220","AT3G15220_c6"
"AT3G15220","AT3G15220_P1"
"AT3G15350","AT3G15350.1"
"AT3G15350","AT3G15350_P2"
"AT3G15354","AT3G15354_P2"
"AT3G15354","AT3G15354_P3"
"AT3G15354","AT3G15354_P4"
"AT3G15390","AT3G15390_ID4"
"AT3G15390","AT3G15390_P1"
"AT3G15395","AT3G15395.3"
"AT3G15395","AT3G15395_ID2"
"AT3G15395","AT3G15395_ID3"
"AT3G15395","AT3G15395_ID5"
"AT3G15420","AT3G15420_ID2"
"AT3G15420","AT3G15420_P1"
"AT3G15430","AT3G15430_P2"
"AT3G15430","AT3G15430_P3"
"AT3G15620","AT3G15620_ID5"
"AT3G15620","AT3G15620_P1"
"AT3G15660","AT3G15660.2"
"AT3G15660","AT3G15660_ID1"
"AT3G15720","AT3G15720_P1"
"AT3G15720","AT3G15720_P3"
"AT3G15750","AT3G15750_JC1"
"AT3G15750","AT3G15750_P2"
"AT3G15760","AT3G15760_ID2"
"AT3G15760","AT3G15760_P1"
"AT3G15770","AT3G15770.2"
"AT3G15770","AT3G15770_ID8"
"AT3G15770","AT3G15770_P1"
"AT3G15790","AT3G15790_P1"
"AT3G15790","AT3G15790_P2"
"AT3G15840","AT3G15840_c2"
"AT3G15840","AT3G15840_P1"
"AT3G15880","AT3G15880.2"
"AT3G15880","AT3G15880_ID1"
"AT3G15880","AT3G15880_P4"
"AT3G15950","AT3G15950_JS35"
"AT3G15950","AT3G15950_P1"
"AT3G15980","AT3G15980.3"
"AT3G15980","AT3G15980_P6"
"AT3G16030","AT3G16030_ID7"
"AT3G16030","AT3G16030_P2"
"AT3G16200","AT3G16200_P1"
"AT3G16200","AT3G16200_s1"
"AT3G16220","AT3G16220_ID1"
"AT3G16220","AT3G16220_ID3"
"AT3G16220","AT3G16220_ID4"
"AT3G16220","AT3G16220_ID5"
"AT3G16220","AT3G16220_P1"
"AT3G16230","AT3G16230_c1"
"AT3G16230","AT3G16230_P1"
"AT3G16260","AT3G16260_ID2"
"AT3G16260","AT3G16260_P1"
"AT3G16270","AT3G16270_P1"
"AT3G16270","AT3G16270_P2"
"AT3G16270","AT3G16270_P3"
"AT3G16320","AT3G16320_JS2"
"AT3G16320","AT3G16320_P1"
"AT3G16320","AT3G16320_P2"
"AT3G16320","AT3G16320_P3"
"AT3G16370","AT3G16370.1"
"AT3G16370","AT3G16370_c1"
"AT3G16420","AT3G16420.3"
"AT3G16420","AT3G16420_P1"
"AT3G16520","AT3G16520.1"
"AT3G16520","AT3G16520_P3"
"AT3G16570","AT3G16570_P1"
"AT3G16570","AT3G16570_P2"
"AT3G16700","AT3G16700_ID25"
"AT3G16700","AT3G16700_P1"
"AT3G16700","AT3G16700_P2"
"AT3G16700","AT3G16700_P3"
"AT3G16710","AT3G16710_P1"
"AT3G16710","AT3G16710_P2"
"AT3G16750","AT3G16750_ID3"
"AT3G16750","AT3G16750_P1"
"AT3G16840","AT3G16840_P1"
"AT3G16840","AT3G16840_P2"
"AT3G16850","AT3G16850_P1"
"AT3G16850","AT3G16850_s1"
"AT3G16857","AT3G16857.2"
"AT3G16857","AT3G16857_ID6"
"AT3G16940","AT3G16940_P1"
"AT3G16940","AT3G16940_P2"
"AT3G16950","AT3G16950.1"
"AT3G16950","AT3G16950_ID4"
"AT3G17030","AT3G17030_c2"
"AT3G17030","AT3G17030_P1"
"AT3G17040","AT3G17040_P1"
"AT3G17040","AT3G17040_P3"
"AT3G17070","AT3G17070_JS2"
"AT3G17070","AT3G17070_P1"
"AT3G17100","AT3G17100_P1"
"AT3G17100","AT3G17100_P2"
"AT3G17120","AT3G17120_P1"
"AT3G17120","AT3G17120_s1"
"AT3G17120","AT3G17120_s2"
"AT3G17205","AT3G17205.3"
"AT3G17205","AT3G17205_P1"
"AT3G17210","AT3G17210_c1"
"AT3G17210","AT3G17210_c2"
"AT3G17310","AT3G17310.1"
"AT3G17310","AT3G17310.2"
"AT3G17310","AT3G17310_ID4"
"AT3G17340","AT3G17340_JC7"
"AT3G17340","AT3G17340_P1"
"AT3G17360","AT3G17360_P1"
"AT3G17360","AT3G17360_P3"
"AT3G17360","AT3G17360_s1"
"AT3G17365","AT3G17365_c1"
"AT3G17365","AT3G17365_ID5"
"AT3G17365","AT3G17365_P1"
"AT3G17450","AT3G17450_P1"
"AT3G17450","AT3G17450_s2"
"AT3G17609","AT3G17609_P2"
"AT3G17609","AT3G17609_P3"
"AT3G17609","AT3G17609_P4"
"AT3G17650","AT3G17650_ID1"
"AT3G17650","AT3G17650_P2"
"AT3G17680","AT3G17680_P1"
"AT3G17680","AT3G17680_P3"
"AT3G17740","AT3G17740_c1"
"AT3G17740","AT3G17740_P1"
"AT3G17750","AT3G17750_JS1"
"AT3G17750","AT3G17750_P1"
"AT3G17900","AT3G17900_c1"
"AT3G17900","AT3G17900_P1"
"AT3G17910","AT3G17910_P1"
"AT3G17910","AT3G17910_s1"
"AT3G17920","AT3G17920.1"
"AT3G17920","AT3G17920.2"
"AT3G17950","AT3G17950_P1"
"AT3G17950","AT3G17950_P2"
"AT3G18090","AT3G18090_P1"
"AT3G18090","AT3G18090_P3"
"AT3G18100","AT3G18100.1"
"AT3G18100","AT3G18100.2"
"AT3G18240","AT3G18240.1"
"AT3G18240","AT3G18240_ID1"
"AT3G18270","AT3G18270_ID8"
"AT3G18270","AT3G18270_JS1"
"AT3G18270","AT3G18270_P1"
"AT3G18380","AT3G18380_P1"
"AT3G18380","AT3G18380_P2"
"AT3G18500","AT3G18500_ID20"
"AT3G18500","AT3G18500_ID37"
"AT3G18500","AT3G18500_P4"
"AT3G18850","AT3G18850_P1"
"AT3G18850","AT3G18850_P2"
"AT3G18850","AT3G18850_P3"
"AT3G18890","AT3G18890_c1"
"AT3G18890","AT3G18890_P1"
"AT3G18970","AT3G18970_c1"
"AT3G18970","AT3G18970_ID2"
"AT3G18980","AT3G18980_P1"
"AT3G18980","AT3G18980_P2"
"AT3G18990","AT3G18990_P1"
"AT3G18990","AT3G18990_P2"
"AT3G19000","AT3G19000_ID2"
"AT3G19000","AT3G19000_P1"
"AT3G19050","AT3G19050_JS2"
"AT3G19050","AT3G19050_P1"
"AT3G19150","AT3G19150_P1"
"AT3G19150","AT3G19150_P3"
"AT3G19180","AT3G19180_JC4"
"AT3G19180","AT3G19180_P1"
"AT3G19280","AT3G19280_c1"
"AT3G19280","AT3G19280_P1"
"AT3G19290","AT3G19290_c1"
"AT3G19290","AT3G19290_P1"
"AT3G19330","AT3G19330_ID1"
"AT3G19330","AT3G19330_ID2"
"AT3G19330","AT3G19330_P1"
"AT3G19370","AT3G19370_JS2"
"AT3G19370","AT3G19370_P1"
"AT3G19460","AT3G19460_P1"
"AT3G19460","AT3G19460_P4"
"AT3G19460","AT3G19460_P7"
"AT3G19460","AT3G19460_s1"
"AT3G19470","AT3G19470_ID1"
"AT3G19470","AT3G19470_ID2"
"AT3G19470","AT3G19470_P2"
"AT3G19500","AT3G19500_P1"
"AT3G19500","AT3G19500_P2"
"AT3G19510","AT3G19510_ID4"
"AT3G19510","AT3G19510_P1"
"AT3G19650","AT3G19650_ID4"
"AT3G19650","AT3G19650_P1"
"AT3G19670","AT3G19670_P2"
"AT3G19670","AT3G19670_P3"
"AT3G19780","AT3G19780_c1"
"AT3G19780","AT3G19780_c2"
"AT3G19780","AT3G19780_c3"
"AT3G19780","AT3G19780_P2"
"AT3G19800","AT3G19800_c1"
"AT3G19800","AT3G19800_P1"
"AT3G19820","AT3G19820_ID1"
"AT3G19820","AT3G19820_P2"
"AT3G19840","AT3G19840_P1"
"AT3G19840","AT3G19840_s2"
"AT3G19860","AT3G19860_ID3"
"AT3G19860","AT3G19860_P1"
"AT3G19860","AT3G19860_P2"
"AT3G19930","AT3G19930_P1"
"AT3G19930","AT3G19930_s1"
"AT3G19970","AT3G19970_P1"
"AT3G19970","AT3G19970_P2"
"AT3G20070","AT3G20070_P1"
"AT3G20070","AT3G20070_P2"
"AT3G20070","AT3G20070_P4"
"AT3G20080","AT3G20080.2"
"AT3G20080","AT3G20080.3"
"AT3G20120","AT3G20120_P2"
"AT3G20120","AT3G20120_P3"
"AT3G20200","AT3G20200_P1"
"AT3G20200","AT3G20200_P2"
"AT3G20230","AT3G20230_ID1"
"AT3G20230","AT3G20230_P1"
"AT3G20250","AT3G20250_ID3"
"AT3G20250","AT3G20250_ID4"
"AT3G20270","AT3G20270.1"
"AT3G20270","AT3G20270_JC10"
"AT3G20270","AT3G20270_JC2"
"AT3G20270","AT3G20270_P6"
"AT3G20270","AT3G20270_s2"
"AT3G20270","AT3G20270_s4"
"AT3G20280","AT3G20280_P1"
"AT3G20280","AT3G20280_P3"
"AT3G20280","AT3G20280_s1"
"AT3G20280","AT3G20280_s2"
"AT3G20290","AT3G20290_P1"
"AT3G20290","AT3G20290_P2"
"AT3G20290","AT3G20290_P3"
"AT3G20330","AT3G20330_P1"
"AT3G20330","AT3G20330_s1"
"AT3G20410","AT3G20410_c1"
"AT3G20410","AT3G20410_P1"
"AT3G20470","AT3G20470_c1"
"AT3G20470","AT3G20470_P1"
"AT3G20490","AT3G20490_JS2"
"AT3G20490","AT3G20490_P1"
"AT3G20810","AT3G20810_ID6"
"AT3G20810","AT3G20810_ID9"
"AT3G20810","AT3G20810_JC8"
"AT3G20810","AT3G20810_P1"
"AT3G20810","AT3G20810_P5"
"AT3G20810","AT3G20810_s4"
"AT3G20860","AT3G20860.1"
"AT3G20860","AT3G20860_ID2"
"AT3G20910","AT3G20910.1"
"AT3G20910","AT3G20910_ID16"
"AT3G20910","AT3G20910_ID20"
"AT3G21100","AT3G21100.2"
"AT3G21100","AT3G21100_ID3"
"AT3G21100","AT3G21100_ID8"
"AT3G21110","AT3G21110_ID8"
"AT3G21110","AT3G21110_P1"
"AT3G21175","AT3G21175.1"
"AT3G21175","AT3G21175_P2"
"AT3G21230","AT3G21230_P1"
"AT3G21230","AT3G21230_P2"
"AT3G21230","AT3G21230_P4"
"AT3G21250","AT3G21250_P2"
"AT3G21250","AT3G21250_P4"
"AT3G21300","AT3G21300_P1"
"AT3G21300","AT3G21300_s1"
"AT3G21390","AT3G21390.1"
"AT3G21390","AT3G21390_ID35"
"AT3G21390","AT3G21390_P2"
"AT3G21430","AT3G21430_P3"
"AT3G21430","AT3G21430_s3"
"AT3G21465","AT3G21465_ID2"
"AT3G21465","AT3G21465_P1"
"AT3G21510","AT3G21510_P1"
"AT3G21510","AT3G21510_s1"
"AT3G21650","AT3G21650_P1"
"AT3G21650","AT3G21650_P2"
"AT3G21755","AT3G21755.1"
"AT3G21755","AT3G21755_ID2"
"AT3G21755","AT3G21755_ID3"
"AT3G21810","AT3G21810_P1"
"AT3G21810","AT3G21810_s2"
"AT3G21950","AT3G21950_P1"
"AT3G21950","AT3G21950_s1"
"AT3G22121","AT3G22121.1"
"AT3G22121","AT3G22121_ID1"
"AT3G22125","AT3G22125_P3"
"AT3G22125","AT3G22125_P4"
"AT3G22150","AT3G22150_P1"
"AT3G22150","AT3G22150_P2"
"AT3G22210","AT3G22210.1"
"AT3G22210","AT3G22210_ID2"
"AT3G22220","AT3G22220.2"
"AT3G22220","AT3G22220_P1"
"AT3G22220","AT3G22220_P3"
"AT3G22235","AT3G22235_P1"
"AT3G22235","AT3G22235_P2"
"AT3G22260","AT3G22260_P1"
"AT3G22260","AT3G22260_P2"
"AT3G22260","AT3G22260_P3"
"AT3G22270","AT3G22270.1"
"AT3G22270","AT3G22270_c1"
"AT3G22420","AT3G22420_P3"
"AT3G22420","AT3G22420_P4"
"AT3G22450","AT3G22450_P1"
"AT3G22450","AT3G22450_P2"
"AT3G23010","AT3G23010_c1"
"AT3G23010","AT3G23010_P1"
"AT3G23080","AT3G23080.1"
"AT3G23080","AT3G23080.2"
"AT3G23090","AT3G23090_P3"
"AT3G23090","AT3G23090_P4"
"AT3G23100","AT3G23100.2"
"AT3G23100","AT3G23100_JC2"
"AT3G23150","AT3G23150_P1"
"AT3G23150","AT3G23150_P2"
"AT3G23255","AT3G23255.1"
"AT3G23255","AT3G23255.2"
"AT3G23255","AT3G23255_ID8"
"AT3G23280","AT3G23280_P1"
"AT3G23280","AT3G23280_P2"
"AT3G23370","AT3G23370_P1"
"AT3G23370","AT3G23370_P2"
"AT3G23490","AT3G23490.1"
"AT3G23490","AT3G23490_JC5"
"AT3G23640","AT3G23640_P2"
"AT3G23640","AT3G23640_P3"
"AT3G23780","AT3G23780_P1"
"AT3G23780","AT3G23780_P2"
"AT3G23790","AT3G23790_c3"
"AT3G23790","AT3G23790_P1"
"AT3G23820","AT3G23820_JC1"
"AT3G23820","AT3G23820_P1"
"AT3G23830","AT3G23830_P1"
"AT3G23830","AT3G23830_P2"
"AT3G23870","AT3G23870.1"
"AT3G23870","AT3G23870_JS4"
"AT3G23870","AT3G23870_P4"
"AT3G23900","AT3G23900.3"
"AT3G23900","AT3G23900_P1"
"AT3G24100","AT3G24100_P1"
"AT3G24100","AT3G24100_s1"
"AT3G24120","AT3G24120.2"
"AT3G24120","AT3G24120_P1"
"AT3G24150","AT3G24150_P1"
"AT3G24150","AT3G24150_s1"
"AT3G24170","AT3G24170.1"
"AT3G24170","AT3G24170.3"
"AT3G24255","AT3G24255.1"
"AT3G24255","AT3G24255_P7"
"AT3G24440","AT3G24440_P1"
"AT3G24440","AT3G24440_s1"
"AT3G24460","AT3G24460_P2"
"AT3G24460","AT3G24460_s3"
"AT3G24515","AT3G24515_P1"
"AT3G24515","AT3G24515_P3"
"AT3G24560","AT3G24560.1"
"AT3G24560","AT3G24560.2"
"AT3G24630","AT3G24630_P2"
"AT3G24630","AT3G24630_s1"
"AT3G24740","AT3G24740_JS1"
"AT3G24740","AT3G24740_P1"
"AT3G24740","AT3G24740_P3"
"AT3G24740","AT3G24740_s1"
"AT3G24760","AT3G24760_P1"
"AT3G24760","AT3G24760_P2"
"AT3G24840","AT3G24840_ID1"
"AT3G24840","AT3G24840_P1"
"AT3G24840","AT3G24840_P5"
"AT3G25013","AT3G25013_P6"
"AT3G25013","AT3G25013_s3"
"AT3G25070","AT3G25070_P1"
"AT3G25070","AT3G25070_s1"
"AT3G25150","AT3G25150_ID2"
"AT3G25150","AT3G25150_P1"
"AT3G25290","AT3G25290.2"
"AT3G25290","AT3G25290_P1"
"AT3G25430","AT3G25430_ID4"
"AT3G25430","AT3G25430_P1"
"AT3G25440","AT3G25440_P1"
"AT3G25440","AT3G25440_P2"
"AT3G25480","AT3G25480.1"
"AT3G25480","AT3G25480_ID2"
"AT3G25495","AT3G25495_ID93"
"AT3G25495","AT3G25495_ID94"
"AT3G25495","AT3G25495_JC38"
"AT3G25495","AT3G25495_JC68"
"AT3G25495","AT3G25495_JS19"
"AT3G25495","AT3G25495_JS22"
"AT3G25495","AT3G25495_s4"
"AT3G25570","AT3G25570.1"
"AT3G25570","AT3G25570.2"
"AT3G25570","AT3G25570_ID3"
"AT3G25572","AT3G25572_c1"
"AT3G25572","AT3G25572_ID1"
"AT3G25620","AT3G25620_P1"
"AT3G25620","AT3G25620_P2"
"AT3G25680","AT3G25680.1"
"AT3G25680","AT3G25680_c1"
"AT3G25690","AT3G25690_P4"
"AT3G25690","AT3G25690_P5"
"AT3G25805","AT3G25805_c1"
"AT3G25805","AT3G25805_P1"
"AT3G26020","AT3G26020_P1"
"AT3G26020","AT3G26020_P6"
"AT3G26085","AT3G26085.3"
"AT3G26085","AT3G26085_ID10"
"AT3G26085","AT3G26085_ID8"
"AT3G26100","AT3G26100_c1"
"AT3G26100","AT3G26100_P1"
"AT3G26115","AT3G26115_P1"
"AT3G26115","AT3G26115_P3"
"AT3G26115","AT3G26115_s1"
"AT3G26165","AT3G26165_ID1"
"AT3G26165","AT3G26165_ID2"
"AT3G26180","AT3G26180_ID3"
"AT3G26180","AT3G26180_P1"
"AT3G26310","AT3G26310_ID2"
"AT3G26310","AT3G26310_P1"
"AT3G26360","AT3G26360_P1"
"AT3G26360","AT3G26360_P2"
"AT3G26440","AT3G26440.1"
"AT3G26440","AT3G26440.2"
"AT3G26450","AT3G26450_ID1"
"AT3G26450","AT3G26450_P1"
"AT3G26510","AT3G26510.3"
"AT3G26510","AT3G26510.5"
"AT3G26510","AT3G26510_JC2"
"AT3G26510","AT3G26510_P6"
"AT3G26612","AT3G26612.1"
"AT3G26612","AT3G26612_c1"
"AT3G26612","AT3G26612_ID4"
"AT3G26618","AT3G26618_JC1"
"AT3G26618","AT3G26618_P1"
"AT3G26670","AT3G26670.2"
"AT3G26670","AT3G26670_ID11"
"AT3G26670","AT3G26670_ID14"
"AT3G26680","AT3G26680.1"
"AT3G26680","AT3G26680_c2"
"AT3G26680","AT3G26680_ID2"
"AT3G26680","AT3G26680_P2"
"AT3G26690","AT3G26690_P1"
"AT3G26690","AT3G26690_P2"
"AT3G26700","AT3G26700_c2"
"AT3G26700","AT3G26700_P1"
"AT3G26700","AT3G26700_P3"
"AT3G26744","AT3G26744_P1"
"AT3G26744","AT3G26744_P2"
"AT3G26840","AT3G26840_ID6"
"AT3G26840","AT3G26840_P1"
"AT3G26850","AT3G26850_c1"
"AT3G26850","AT3G26850_P1"
"AT3G26890","AT3G26890.4"
"AT3G26890","AT3G26890_P8"
"AT3G26900","AT3G26900.2"
"AT3G26900","AT3G26900_ID17"
"AT3G26900","AT3G26900_ID18"
"AT3G26910","AT3G26910_P1"
"AT3G26910","AT3G26910_P2"
"AT3G26920","AT3G26920_ID2"
"AT3G26920","AT3G26920_P1"
"AT3G26920","AT3G26920_P3"
"AT3G26932","AT3G26932.2"
"AT3G26932","AT3G26932_ID1"
"AT3G26932","AT3G26932_ID2"
"AT3G26950","AT3G26950_P1"
"AT3G26950","AT3G26950_s1"
"AT3G26990","AT3G26990_P1"
"AT3G26990","AT3G26990_s1"
"AT3G27000","AT3G27000_P1"
"AT3G27000","AT3G27000_s1"
"AT3G27010","AT3G27010_ID2"
"AT3G27010","AT3G27010_P1"
"AT3G27110","AT3G27110_P1"
"AT3G27110","AT3G27110_P2"
"AT3G27120","AT3G27120.1"
"AT3G27120","AT3G27120_P1"
"AT3G27160","AT3G27160_P1"
"AT3G27160","AT3G27160_P2"
"AT3G27190","AT3G27190_c2"
"AT3G27190","AT3G27190_JS2"
"AT3G27190","AT3G27190_P1"
"AT3G27220","AT3G27220_JS1"
"AT3G27220","AT3G27220_JS2"
"AT3G27260","AT3G27260_P1"
"AT3G27260","AT3G27260_s2"
"AT3G27310","AT3G27310_ID8"
"AT3G27310","AT3G27310_P1"
"AT3G27320","AT3G27320_P1"
"AT3G27320","AT3G27320_P2"
"AT3G27325","AT3G27325_ID9"
"AT3G27325","AT3G27325_P1"
"AT3G27330","AT3G27330_P1"
"AT3G27330","AT3G27330_s1"
"AT3G27340","AT3G27340_P1"
"AT3G27340","AT3G27340_s1"
"AT3G27420","AT3G27420_ID1"
"AT3G27420","AT3G27420_P1"
"AT3G27460","AT3G27460_P1"
"AT3G27460","AT3G27460_P2"
"AT3G27460","AT3G27460_P4"
"AT3G27470","AT3G27470_ID10"
"AT3G27470","AT3G27470_ID2"
"AT3G27470","AT3G27470_P1"
"AT3G27470","AT3G27470_P4"
"AT3G27570","AT3G27570_P1"
"AT3G27570","AT3G27570_P2"
"AT3G27580","AT3G27580_P1"
"AT3G27580","AT3G27580_P2"
"AT3G27610","AT3G27610.2"
"AT3G27610","AT3G27610_P1"
"AT3G27610","AT3G27610_P5"
"AT3G27610","AT3G27610_P6"
"AT3G27640","AT3G27640_P1"
"AT3G27640","AT3G27640_P2"
"AT3G27660","AT3G27660_P1"
"AT3G27660","AT3G27660_P2"
"AT3G27906","AT3G27906_P1"
"AT3G27906","AT3G27906_P2"
"AT3G27906","AT3G27906_P3"
"AT3G27940","AT3G27940.1"
"AT3G27940","AT3G27940_s1"
"AT3G27940","AT3G27940_s2"
"AT3G27990","AT3G27990.1"
"AT3G27990","AT3G27990_ID4"
"AT3G27990","AT3G27990_ID6"
"AT3G27997","AT3G27997_JS2"
"AT3G27997","AT3G27997_s2"
"AT3G28030","AT3G28030_JC4"
"AT3G28030","AT3G28030_P1"
"AT3G28070","AT3G28070_P1"
"AT3G28070","AT3G28070_P3"
"AT3G28070","AT3G28070_P4"
"AT3G28080","AT3G28080_c2"
"AT3G28080","AT3G28080_P1"
"AT3G28080","AT3G28080_P3"
"AT3G28080","AT3G28080_P9"
"AT3G28100","AT3G28100_ID7"
"AT3G28100","AT3G28100_P1"
"AT3G28100","AT3G28100_P2"
"AT3G28130","AT3G28130_P1"
"AT3G28130","AT3G28130_P2"
"AT3G28130","AT3G28130_P3"
"AT3G28130","AT3G28130_s2"
"AT3G28370","AT3G28370_ID1"
"AT3G28370","AT3G28370_ID3"
"AT3G28660","AT3G28660_c1"
"AT3G28660","AT3G28660_JC1"
"AT3G28670","AT3G28670_P1"
"AT3G28670","AT3G28670_P2"
"AT3G28956","AT3G28956_P12"
"AT3G28956","AT3G28956_P8"
"AT3G28970","AT3G28970_P1"
"AT3G28970","AT3G28970_s1"
"AT3G29010","AT3G29010.1"
"AT3G29010","AT3G29010_ID6"
"AT3G29100","AT3G29100_ID4"
"AT3G29100","AT3G29100_P2"
"AT3G29100","AT3G29100_s3"
"AT3G29130","AT3G29130_P3"
"AT3G29130","AT3G29130_P5"
"AT3G29160","AT3G29160_P1"
"AT3G29160","AT3G29160_P2"
"AT3G29240","AT3G29240.1"
"AT3G29240","AT3G29240_P2"
"AT3G29290","AT3G29290_P1"
"AT3G29290","AT3G29290_P3"
"AT3G29330","AT3G29330.1"
"AT3G29330","AT3G29330_P2"
"AT3G29375","AT3G29375_ID2"
"AT3G29375","AT3G29375_P3"
"AT3G29390","AT3G29390_ID21"
"AT3G29390","AT3G29390_JS5"
"AT3G29390","AT3G29390_s2"
"AT3G29575","AT3G29575_P1"
"AT3G29575","AT3G29575_P3"
"AT3G29575","AT3G29575_P4"
"AT3G29644","AT3G29644.1"
"AT3G29644","AT3G29644_c4"
"AT3G29770","AT3G29770_P1"
"AT3G29770","AT3G29770_P2"
"AT3G30380","AT3G30380_JS2"
"AT3G30380","AT3G30380_P2"
"AT3G30390","AT3G30390_P1"
"AT3G30390","AT3G30390_P2"
"AT3G30720","AT3G30720_P1"
"AT3G30720","AT3G30720_P2"
"AT3G32940","AT3G32940.1"
"AT3G32940","AT3G32940_ID2"
"AT3G42150","AT3G42150_c2"
"AT3G42150","AT3G42150_P1"
"AT3G42670","AT3G42670_JS4"
"AT3G42670","AT3G42670_P2"
"AT3G42670","AT3G42670_P3"
"AT3G43790","AT3G43790_P1"
"AT3G43790","AT3G43790_P4"
"AT3G43920","AT3G43920_P3"
"AT3G43920","AT3G43920_P4"
"AT3G43955","AT3G43955_c2"
"AT3G43955","AT3G43955_s1"
"AT3G44150","AT3G44150.1"
"AT3G44150","AT3G44150_c1"
"AT3G44200","AT3G44200_P1"
"AT3G44200","AT3G44200_P2"
"AT3G44205","AT3G44205_c1"
